"scenario","year","biomass","species"
"Status quo",2100,213.2417,"Digenea simplex"
"RCP 2.6",2100,199.4387,"Digenea simplex"
"RCP 4.5",2100,191.8481,"Digenea simplex"
"RCP 8.5",2100,94.79626,"Digenea simplex"
"Status quo",2100,732.938,"Other algal turf"
"RCP 2.6",2100,840.164,"Other algal turf"
"RCP 4.5",2100,750.2236,"Other algal turf"
"RCP 8.5",2100,485.875,"Other algal turf"
"Status quo",2100,0.02498486,"Sea birds"
"RCP 2.6",2100,0.03048074,"Sea birds"
"RCP 4.5",2100,0.02290292,"Sea birds"
"RCP 8.5",2100,0.001782772,"Sea birds"
"Status quo",2100,0.07888889,"Turtles"
"RCP 2.6",2100,0.06988727,"Turtles"
"RCP 4.5",2100,0.03825715,"Turtles"
"RCP 8.5",2100,0.001426588,"Turtles"
"Status quo",2100,0.1473367,"Cephalopoda"
"RCP 2.6",2100,0.1098628,"Cephalopoda"
"RCP 4.5",2100,0.1646144,"Cephalopoda"
"RCP 8.5",2100,0.1618915,"Cephalopoda"
"Status quo",2100,4.322208,"Panulirus spp."
"RCP 2.6",2100,2.919511,"Panulirus spp."
"RCP 4.5",2100,0.4812627,"Panulirus spp."
"RCP 8.5",2100,3.993173e-10,"Panulirus spp."
"Status quo",2100,15.33768,"Benthic macroinvertebrates"
"RCP 2.6",2100,15.75693,"Benthic macroinvertebrates"
"RCP 4.5",2100,12.80891,"Benthic macroinvertebrates"
"RCP 8.5",2100,9.428185,"Benthic macroinvertebrates"
"Status quo",2100,25.40457,"Benthic microinvertebrates"
"RCP 2.6",2100,20.12132,"Benthic microinvertebrates"
"RCP 4.5",2100,20.39644,"Benthic microinvertebrates"
"RCP 8.5",2100,7.400326,"Benthic microinvertebrates"
"Status quo",2100,0.6919069,"Siderastrea stellata"
"RCP 2.6",2100,0.6308494,"Siderastrea stellata"
"RCP 4.5",2100,0.3215724,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2035434,"Zooplankton"
"RCP 2.6",2100,0.2820096,"Zooplankton"
"RCP 4.5",2100,0.3447393,"Zooplankton"
"RCP 8.5",2100,0.395178,"Zooplankton"
"Status quo",2100,0.1232173,"Phytoplankton"
"RCP 2.6",2100,0.1210431,"Phytoplankton"
"RCP 4.5",2100,0.1008712,"Phytoplankton"
"RCP 8.5",2100,0.04819798,"Phytoplankton"
"Status quo",2100,223.8074,"Digenea simplex"
"RCP 2.6",2100,210.4901,"Digenea simplex"
"RCP 4.5",2100,185.3746,"Digenea simplex"
"RCP 8.5",2100,94.46661,"Digenea simplex"
"Status quo",2100,785.6456,"Other algal turf"
"RCP 2.6",2100,762.2673,"Other algal turf"
"RCP 4.5",2100,746.7142,"Other algal turf"
"RCP 8.5",2100,502.5334,"Other algal turf"
"Status quo",2100,0.03681589,"Sea birds"
"RCP 2.6",2100,0.03723572,"Sea birds"
"RCP 4.5",2100,0.02881245,"Sea birds"
"RCP 8.5",2100,1.30183e-17,"Sea birds"
"Status quo",2100,0.08229149,"Turtles"
"RCP 2.6",2100,0.06881557,"Turtles"
"RCP 4.5",2100,0.05410567,"Turtles"
"RCP 8.5",2100,0.000356368,"Turtles"
"Status quo",2100,0.2434862,"Cephalopoda"
"RCP 2.6",2100,0.1162005,"Cephalopoda"
"RCP 4.5",2100,0.225203,"Cephalopoda"
"RCP 8.5",2100,2.369425e-11,"Cephalopoda"
"Status quo",2100,3.615021,"Panulirus spp."
"RCP 2.6",2100,2.474314,"Panulirus spp."
"RCP 4.5",2100,0.8260642,"Panulirus spp."
"RCP 8.5",2100,3.924493e-08,"Panulirus spp."
"Status quo",2100,14.53399,"Benthic macroinvertebrates"
"RCP 2.6",2100,17.35187,"Benthic macroinvertebrates"
"RCP 4.5",2100,17.57175,"Benthic macroinvertebrates"
"RCP 8.5",2100,0.3786685,"Benthic macroinvertebrates"
"Status quo",2100,25.99814,"Benthic microinvertebrates"
"RCP 2.6",2100,21.54258,"Benthic microinvertebrates"
"RCP 4.5",2100,24.72278,"Benthic microinvertebrates"
"RCP 8.5",2100,9.017709,"Benthic microinvertebrates"
"Status quo",2100,0.7098393,"Siderastrea stellata"
"RCP 2.6",2100,0.7956801,"Siderastrea stellata"
"RCP 4.5",2100,0.2041941,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2130954,"Zooplankton"
"RCP 2.6",2100,0.2047582,"Zooplankton"
"RCP 4.5",2100,0.3073739,"Zooplankton"
"RCP 8.5",2100,0.445932,"Zooplankton"
"Status quo",2100,0.1247276,"Phytoplankton"
"RCP 2.6",2100,0.1169048,"Phytoplankton"
"RCP 4.5",2100,0.1039258,"Phytoplankton"
"RCP 8.5",2100,0.05071833,"Phytoplankton"
"Status quo",2100,207.5901,"Digenea simplex"
"RCP 2.6",2100,200.537,"Digenea simplex"
"RCP 4.5",2100,181.6406,"Digenea simplex"
"RCP 8.5",2100,89.34818,"Digenea simplex"
"Status quo",2100,799.3766,"Other algal turf"
"RCP 2.6",2100,759.1948,"Other algal turf"
"RCP 4.5",2100,753.7983,"Other algal turf"
"RCP 8.5",2100,517.7899,"Other algal turf"
"Status quo",2100,0.02289627,"Sea birds"
"RCP 2.6",2100,0.02649955,"Sea birds"
"RCP 4.5",2100,0.03363303,"Sea birds"
"RCP 8.5",2100,0.008860878,"Sea birds"
"Status quo",2100,0.07800347,"Turtles"
"RCP 2.6",2100,0.05632529,"Turtles"
"RCP 4.5",2100,0.03721206,"Turtles"
"RCP 8.5",2100,0.0001941643,"Turtles"
"Status quo",2100,0.1394039,"Cephalopoda"
"RCP 2.6",2100,0.09024093,"Cephalopoda"
"RCP 4.5",2100,0.02641983,"Cephalopoda"
"RCP 8.5",2100,8.133649e-19,"Cephalopoda"
"Status quo",2100,3.103619,"Panulirus spp."
"RCP 2.6",2100,1.739208,"Panulirus spp."
"RCP 4.5",2100,0.4487244,"Panulirus spp."
"RCP 8.5",2100,2.133125e-10,"Panulirus spp."
"Status quo",2100,11.92976,"Benthic macroinvertebrates"
"RCP 2.6",2100,14.91424,"Benthic macroinvertebrates"
"RCP 4.5",2100,16.29248,"Benthic macroinvertebrates"
"RCP 8.5",2100,0.1549459,"Benthic macroinvertebrates"
"Status quo",2100,23.04469,"Benthic microinvertebrates"
"RCP 2.6",2100,20.98747,"Benthic microinvertebrates"
"RCP 4.5",2100,22.78296,"Benthic microinvertebrates"
"RCP 8.5",2100,21.05377,"Benthic microinvertebrates"
"Status quo",2100,0.7914062,"Siderastrea stellata"
"RCP 2.6",2100,0.6838455,"Siderastrea stellata"
"RCP 4.5",2100,0.3253084,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2443943,"Zooplankton"
"RCP 2.6",2100,0.2826474,"Zooplankton"
"RCP 4.5",2100,0.2599969,"Zooplankton"
"RCP 8.5",2100,0.3246832,"Zooplankton"
"Status quo",2100,0.1185224,"Phytoplankton"
"RCP 2.6",2100,0.121397,"Phytoplankton"
"RCP 4.5",2100,0.1064237,"Phytoplankton"
"RCP 8.5",2100,0.05313194,"Phytoplankton"
"Status quo",2100,217.666,"Digenea simplex"
"RCP 2.6",2100,204.4726,"Digenea simplex"
"RCP 4.5",2100,192.6689,"Digenea simplex"
"RCP 8.5",2100,88.69866,"Digenea simplex"
"Status quo",2100,853.4595,"Other algal turf"
"RCP 2.6",2100,781.9205,"Other algal turf"
"RCP 4.5",2100,717.3593,"Other algal turf"
"RCP 8.5",2100,537.9046,"Other algal turf"
"Status quo",2100,0.02678279,"Sea birds"
"RCP 2.6",2100,0.04615033,"Sea birds"
"RCP 4.5",2100,0.02406,"Sea birds"
"RCP 8.5",2100,0.002148931,"Sea birds"
"Status quo",2100,0.09262595,"Turtles"
"RCP 2.6",2100,0.06720646,"Turtles"
"RCP 4.5",2100,0.03582145,"Turtles"
"RCP 8.5",2100,0.0001703714,"Turtles"
"Status quo",2100,0.2488111,"Cephalopoda"
"RCP 2.6",2100,0.163508,"Cephalopoda"
"RCP 4.5",2100,0.06644305,"Cephalopoda"
"RCP 8.5",2100,0.1464201,"Cephalopoda"
"Status quo",2100,5.378631,"Panulirus spp."
"RCP 2.6",2100,2.690185,"Panulirus spp."
"RCP 4.5",2100,0.04273829,"Panulirus spp."
"RCP 8.5",2100,7.997329e-10,"Panulirus spp."
"Status quo",2100,23.00831,"Benthic macroinvertebrates"
"RCP 2.6",2100,17.33529,"Benthic macroinvertebrates"
"RCP 4.5",2100,15.47993,"Benthic macroinvertebrates"
"RCP 8.5",2100,4.592293,"Benthic macroinvertebrates"
"Status quo",2100,30.07714,"Benthic microinvertebrates"
"RCP 2.6",2100,21.6844,"Benthic microinvertebrates"
"RCP 4.5",2100,17.41353,"Benthic microinvertebrates"
"RCP 8.5",2100,6.886719,"Benthic microinvertebrates"
"Status quo",2100,0.7081671,"Siderastrea stellata"
"RCP 2.6",2100,0.6963677,"Siderastrea stellata"
"RCP 4.5",2100,0.3027638,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2148294,"Zooplankton"
"RCP 2.6",2100,0.2529188,"Zooplankton"
"RCP 4.5",2100,0.3007072,"Zooplankton"
"RCP 8.5",2100,0.506094,"Zooplankton"
"Status quo",2100,0.1179463,"Phytoplankton"
"RCP 2.6",2100,0.1232732,"Phytoplankton"
"RCP 4.5",2100,0.1083682,"Phytoplankton"
"RCP 8.5",2100,0.04618558,"Phytoplankton"
"Status quo",2100,219.0741,"Digenea simplex"
"RCP 2.6",2100,210.6356,"Digenea simplex"
"RCP 4.5",2100,186.0087,"Digenea simplex"
"RCP 8.5",2100,88.34333,"Digenea simplex"
"Status quo",2100,766.5796,"Other algal turf"
"RCP 2.6",2100,799.9885,"Other algal turf"
"RCP 4.5",2100,722.3343,"Other algal turf"
"RCP 8.5",2100,481.1916,"Other algal turf"
"Status quo",2100,0.02439589,"Sea birds"
"RCP 2.6",2100,0.0385637,"Sea birds"
"RCP 4.5",2100,0.0199925,"Sea birds"
"RCP 8.5",2100,0.01413362,"Sea birds"
"Status quo",2100,0.07127152,"Turtles"
"RCP 2.6",2100,0.06668827,"Turtles"
"RCP 4.5",2100,0.04790301,"Turtles"
"RCP 8.5",2100,0.001331473,"Turtles"
"Status quo",2100,0.3095841,"Cephalopoda"
"RCP 2.6",2100,0.3397726,"Cephalopoda"
"RCP 4.5",2100,0.1137996,"Cephalopoda"
"RCP 8.5",2100,0.05608424,"Cephalopoda"
"Status quo",2100,6.13287,"Panulirus spp."
"RCP 2.6",2100,1.859218,"Panulirus spp."
"RCP 4.5",2100,0.6452624,"Panulirus spp."
"RCP 8.5",2100,2.249482e-10,"Panulirus spp."
"Status quo",2100,19.41638,"Benthic macroinvertebrates"
"RCP 2.6",2100,15.69428,"Benthic macroinvertebrates"
"RCP 4.5",2100,13.64471,"Benthic macroinvertebrates"
"RCP 8.5",2100,6.445305,"Benthic macroinvertebrates"
"Status quo",2100,24.60138,"Benthic microinvertebrates"
"RCP 2.6",2100,26.97841,"Benthic microinvertebrates"
"RCP 4.5",2100,14.65858,"Benthic microinvertebrates"
"RCP 8.5",2100,17.89937,"Benthic microinvertebrates"
"Status quo",2100,0.6553746,"Siderastrea stellata"
"RCP 2.6",2100,0.6345252,"Siderastrea stellata"
"RCP 4.5",2100,0.3144926,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2548624,"Zooplankton"
"RCP 2.6",2100,0.2286055,"Zooplankton"
"RCP 4.5",2100,0.2927073,"Zooplankton"
"RCP 8.5",2100,0.36289,"Zooplankton"
"Status quo",2100,0.1239039,"Phytoplankton"
"RCP 2.6",2100,0.1188478,"Phytoplankton"
"RCP 4.5",2100,0.1007345,"Phytoplankton"
"RCP 8.5",2100,0.05135019,"Phytoplankton"
"Status quo",2100,196.8078,"Digenea simplex"
"RCP 2.6",2100,216.7314,"Digenea simplex"
"RCP 4.5",2100,188.7862,"Digenea simplex"
"RCP 8.5",2100,92.1987,"Digenea simplex"
"Status quo",2100,807.9367,"Other algal turf"
"RCP 2.6",2100,851.5668,"Other algal turf"
"RCP 4.5",2100,744.4002,"Other algal turf"
"RCP 8.5",2100,546.5715,"Other algal turf"
"Status quo",2100,0.02456634,"Sea birds"
"RCP 2.6",2100,0.03241286,"Sea birds"
"RCP 4.5",2100,0.03051868,"Sea birds"
"RCP 8.5",2100,0.002215623,"Sea birds"
"Status quo",2100,0.09097994,"Turtles"
"RCP 2.6",2100,0.05606917,"Turtles"
"RCP 4.5",2100,0.05188974,"Turtles"
"RCP 8.5",2100,0.0002750595,"Turtles"
"Status quo",2100,0.3702212,"Cephalopoda"
"RCP 2.6",2100,0.2997067,"Cephalopoda"
"RCP 4.5",2100,0.2075018,"Cephalopoda"
"RCP 8.5",2100,1e-20,"Cephalopoda"
"Status quo",2100,5.672493,"Panulirus spp."
"RCP 2.6",2100,3.447881,"Panulirus spp."
"RCP 4.5",2100,1.086014,"Panulirus spp."
"RCP 8.5",2100,1.589218e-14,"Panulirus spp."
"Status quo",2100,15.99802,"Benthic macroinvertebrates"
"RCP 2.6",2100,16.86677,"Benthic macroinvertebrates"
"RCP 4.5",2100,20.28346,"Benthic macroinvertebrates"
"RCP 8.5",2100,3.517496,"Benthic macroinvertebrates"
"Status quo",2100,20.45874,"Benthic microinvertebrates"
"RCP 2.6",2100,23.51274,"Benthic microinvertebrates"
"RCP 4.5",2100,19.53208,"Benthic microinvertebrates"
"RCP 8.5",2100,6.928362,"Benthic microinvertebrates"
"Status quo",2100,0.8270156,"Siderastrea stellata"
"RCP 2.6",2100,0.6072794,"Siderastrea stellata"
"RCP 4.5",2100,0.2573871,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2147379,"Zooplankton"
"RCP 2.6",2100,0.3005316,"Zooplankton"
"RCP 4.5",2100,0.3566445,"Zooplankton"
"RCP 8.5",2100,0.4112462,"Zooplankton"
"Status quo",2100,0.1234865,"Phytoplankton"
"RCP 2.6",2100,0.1067589,"Phytoplankton"
"RCP 4.5",2100,0.1022748,"Phytoplankton"
"RCP 8.5",2100,0.05153224,"Phytoplankton"
"Status quo",2100,214.7822,"Digenea simplex"
"RCP 2.6",2100,218.9706,"Digenea simplex"
"RCP 4.5",2100,196.6854,"Digenea simplex"
"RCP 8.5",2100,87.60587,"Digenea simplex"
"Status quo",2100,839.6339,"Other algal turf"
"RCP 2.6",2100,833.1452,"Other algal turf"
"RCP 4.5",2100,723.3167,"Other algal turf"
"RCP 8.5",2100,503.2356,"Other algal turf"
"Status quo",2100,0.03081995,"Sea birds"
"RCP 2.6",2100,0.02516471,"Sea birds"
"RCP 4.5",2100,0.0256687,"Sea birds"
"RCP 8.5",2100,0.006754023,"Sea birds"
"Status quo",2100,0.08920098,"Turtles"
"RCP 2.6",2100,0.06866134,"Turtles"
"RCP 4.5",2100,0.04170391,"Turtles"
"RCP 8.5",2100,0.0002437588,"Turtles"
"Status quo",2100,0.1615048,"Cephalopoda"
"RCP 2.6",2100,0.2440517,"Cephalopoda"
"RCP 4.5",2100,0.07282034,"Cephalopoda"
"RCP 8.5",2100,1e-20,"Cephalopoda"
"Status quo",2100,4.672517,"Panulirus spp."
"RCP 2.6",2100,2.332382,"Panulirus spp."
"RCP 4.5",2100,0.1246784,"Panulirus spp."
"RCP 8.5",2100,1.379178e-06,"Panulirus spp."
"Status quo",2100,19.63622,"Benthic macroinvertebrates"
"RCP 2.6",2100,21.98185,"Benthic macroinvertebrates"
"RCP 4.5",2100,16.26996,"Benthic macroinvertebrates"
"RCP 8.5",2100,1.536108,"Benthic macroinvertebrates"
"Status quo",2100,28.18952,"Benthic microinvertebrates"
"RCP 2.6",2100,30.25792,"Benthic microinvertebrates"
"RCP 4.5",2100,18.55253,"Benthic microinvertebrates"
"RCP 8.5",2100,21.23601,"Benthic microinvertebrates"
"Status quo",2100,0.7419083,"Siderastrea stellata"
"RCP 2.6",2100,0.6185445,"Siderastrea stellata"
"RCP 4.5",2100,0.2562166,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.205831,"Zooplankton"
"RCP 2.6",2100,0.2413859,"Zooplankton"
"RCP 4.5",2100,0.3189109,"Zooplankton"
"RCP 8.5",2100,0.4403848,"Zooplankton"
"Status quo",2100,0.1197366,"Phytoplankton"
"RCP 2.6",2100,0.1146168,"Phytoplankton"
"RCP 4.5",2100,0.09532863,"Phytoplankton"
"RCP 8.5",2100,0.04630868,"Phytoplankton"
"Status quo",2100,222.9373,"Digenea simplex"
"RCP 2.6",2100,224.0874,"Digenea simplex"
"RCP 4.5",2100,197.5927,"Digenea simplex"
"RCP 8.5",2100,91.10143,"Digenea simplex"
"Status quo",2100,823.253,"Other algal turf"
"RCP 2.6",2100,806.1194,"Other algal turf"
"RCP 4.5",2100,737.0085,"Other algal turf"
"RCP 8.5",2100,480.6886,"Other algal turf"
"Status quo",2100,0.02404943,"Sea birds"
"RCP 2.6",2100,0.02398989,"Sea birds"
"RCP 4.5",2100,0.03846009,"Sea birds"
"RCP 8.5",2100,0.01266286,"Sea birds"
"Status quo",2100,0.07023762,"Turtles"
"RCP 2.6",2100,0.0814184,"Turtles"
"RCP 4.5",2100,0.0489893,"Turtles"
"RCP 8.5",2100,0.001831037,"Turtles"
"Status quo",2100,0.1608413,"Cephalopoda"
"RCP 2.6",2100,0.3184235,"Cephalopoda"
"RCP 4.5",2100,0.1182405,"Cephalopoda"
"RCP 8.5",2100,2.371953e-11,"Cephalopoda"
"Status quo",2100,3.92421,"Panulirus spp."
"RCP 2.6",2100,2.908009,"Panulirus spp."
"RCP 4.5",2100,0.548537,"Panulirus spp."
"RCP 8.5",2100,2.806431e-12,"Panulirus spp."
"Status quo",2100,14.73592,"Benthic macroinvertebrates"
"RCP 2.6",2100,17.58001,"Benthic macroinvertebrates"
"RCP 4.5",2100,15.57756,"Benthic macroinvertebrates"
"RCP 8.5",2100,5.984066,"Benthic macroinvertebrates"
"Status quo",2100,25.35301,"Benthic microinvertebrates"
"RCP 2.6",2100,28.91671,"Benthic microinvertebrates"
"RCP 4.5",2100,25.12327,"Benthic microinvertebrates"
"RCP 8.5",2100,9.705283,"Benthic microinvertebrates"
"Status quo",2100,0.6199287,"Siderastrea stellata"
"RCP 2.6",2100,0.6359943,"Siderastrea stellata"
"RCP 4.5",2100,0.3777591,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2736811,"Zooplankton"
"RCP 2.6",2100,0.2483318,"Zooplankton"
"RCP 4.5",2100,0.2765875,"Zooplankton"
"RCP 8.5",2100,0.4505239,"Zooplankton"
"Status quo",2100,0.1259717,"Phytoplankton"
"RCP 2.6",2100,0.1203107,"Phytoplankton"
"RCP 4.5",2100,0.1032412,"Phytoplankton"
"RCP 8.5",2100,0.050228,"Phytoplankton"
"Status quo",2100,220.2048,"Digenea simplex"
"RCP 2.6",2100,209.0357,"Digenea simplex"
"RCP 4.5",2100,189.6884,"Digenea simplex"
"RCP 8.5",2100,93.1461,"Digenea simplex"
"Status quo",2100,843.8286,"Other algal turf"
"RCP 2.6",2100,785.9568,"Other algal turf"
"RCP 4.5",2100,714.6282,"Other algal turf"
"RCP 8.5",2100,494.0068,"Other algal turf"
"Status quo",2100,0.02808925,"Sea birds"
"RCP 2.6",2100,0.02733716,"Sea birds"
"RCP 4.5",2100,0.03437385,"Sea birds"
"RCP 8.5",2100,0.01078533,"Sea birds"
"Status quo",2100,0.08864481,"Turtles"
"RCP 2.6",2100,0.06770352,"Turtles"
"RCP 4.5",2100,0.04554624,"Turtles"
"RCP 8.5",2100,0.0008961517,"Turtles"
"Status quo",2100,0.2636431,"Cephalopoda"
"RCP 2.6",2100,0.1654564,"Cephalopoda"
"RCP 4.5",2100,0.07217206,"Cephalopoda"
"RCP 8.5",2100,0.1486485,"Cephalopoda"
"Status quo",2100,4.276672,"Panulirus spp."
"RCP 2.6",2100,3.141262,"Panulirus spp."
"RCP 4.5",2100,0.8722309,"Panulirus spp."
"RCP 8.5",2100,1.349615e-08,"Panulirus spp."
"Status quo",2100,25.3994,"Benthic macroinvertebrates"
"RCP 2.6",2100,18.61539,"Benthic macroinvertebrates"
"RCP 4.5",2100,17.19855,"Benthic macroinvertebrates"
"RCP 8.5",2100,3.543382,"Benthic macroinvertebrates"
"Status quo",2100,33.07596,"Benthic microinvertebrates"
"RCP 2.6",2100,27.60902,"Benthic microinvertebrates"
"RCP 4.5",2100,23.59384,"Benthic microinvertebrates"
"RCP 8.5",2100,18.5091,"Benthic microinvertebrates"
"Status quo",2100,0.7252246,"Siderastrea stellata"
"RCP 2.6",2100,0.634283,"Siderastrea stellata"
"RCP 4.5",2100,0.2710858,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2892013,"Zooplankton"
"RCP 2.6",2100,0.3017348,"Zooplankton"
"RCP 4.5",2100,0.3079326,"Zooplankton"
"RCP 8.5",2100,0.3488453,"Zooplankton"
"Status quo",2100,0.1241682,"Phytoplankton"
"RCP 2.6",2100,0.1107618,"Phytoplankton"
"RCP 4.5",2100,0.1019819,"Phytoplankton"
"RCP 8.5",2100,0.05314247,"Phytoplankton"
"Status quo",2100,198.6605,"Digenea simplex"
"RCP 2.6",2100,207.3209,"Digenea simplex"
"RCP 4.5",2100,179.681,"Digenea simplex"
"RCP 8.5",2100,91.96935,"Digenea simplex"
"Status quo",2100,808.0635,"Other algal turf"
"RCP 2.6",2100,860.366,"Other algal turf"
"RCP 4.5",2100,728.2827,"Other algal turf"
"RCP 8.5",2100,489.7364,"Other algal turf"
"Status quo",2100,0.03463271,"Sea birds"
"RCP 2.6",2100,0.0183841,"Sea birds"
"RCP 4.5",2100,0.01419538,"Sea birds"
"RCP 8.5",2100,0.000114612,"Sea birds"
"Status quo",2100,0.07786052,"Turtles"
"RCP 2.6",2100,0.07022469,"Turtles"
"RCP 4.5",2100,0.0443777,"Turtles"
"RCP 8.5",2100,0.0001486437,"Turtles"
"Status quo",2100,0.2240367,"Cephalopoda"
"RCP 2.6",2100,0.2913311,"Cephalopoda"
"RCP 4.5",2100,0.1757644,"Cephalopoda"
"RCP 8.5",2100,0.2870392,"Cephalopoda"
"Status quo",2100,2.491878,"Panulirus spp."
"RCP 2.6",2100,1.762537,"Panulirus spp."
"RCP 4.5",2100,0.7693347,"Panulirus spp."
"RCP 8.5",2100,6.81821e-12,"Panulirus spp."
"Status quo",2100,14.62724,"Benthic macroinvertebrates"
"RCP 2.6",2100,15.75977,"Benthic macroinvertebrates"
"RCP 4.5",2100,12.63613,"Benthic macroinvertebrates"
"RCP 8.5",2100,4.626482,"Benthic macroinvertebrates"
"Status quo",2100,22.05743,"Benthic microinvertebrates"
"RCP 2.6",2100,23.84734,"Benthic microinvertebrates"
"RCP 4.5",2100,19.00194,"Benthic microinvertebrates"
"RCP 8.5",2100,2.205233,"Benthic microinvertebrates"
"Status quo",2100,0.6825885,"Siderastrea stellata"
"RCP 2.6",2100,0.6339191,"Siderastrea stellata"
"RCP 4.5",2100,0.2279904,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2121819,"Zooplankton"
"RCP 2.6",2100,0.3287924,"Zooplankton"
"RCP 4.5",2100,0.3675721,"Zooplankton"
"RCP 8.5",2100,0.582073,"Zooplankton"
"Status quo",2100,0.1182088,"Phytoplankton"
"RCP 2.6",2100,0.1168141,"Phytoplankton"
"RCP 4.5",2100,0.0976597,"Phytoplankton"
"RCP 8.5",2100,0.04918662,"Phytoplankton"
"Status quo",2100,215.9263,"Digenea simplex"
"RCP 2.6",2100,206.5584,"Digenea simplex"
"RCP 4.5",2100,173.8346,"Digenea simplex"
"RCP 8.5",2100,90.43002,"Digenea simplex"
"Status quo",2100,830.455,"Other algal turf"
"RCP 2.6",2100,827.6989,"Other algal turf"
"RCP 4.5",2100,713.6873,"Other algal turf"
"RCP 8.5",2100,543.2417,"Other algal turf"
"Status quo",2100,0.02474694,"Sea birds"
"RCP 2.6",2100,0.03331402,"Sea birds"
"RCP 4.5",2100,0.02883915,"Sea birds"
"RCP 8.5",2100,0.0007307522,"Sea birds"
"Status quo",2100,0.08780725,"Turtles"
"RCP 2.6",2100,0.06801732,"Turtles"
"RCP 4.5",2100,0.05297779,"Turtles"
"RCP 8.5",2100,0.0001679734,"Turtles"
"Status quo",2100,0.3074939,"Cephalopoda"
"RCP 2.6",2100,0.2001943,"Cephalopoda"
"RCP 4.5",2100,0.2445813,"Cephalopoda"
"RCP 8.5",2100,4.401629e-15,"Cephalopoda"
"Status quo",2100,3.95422,"Panulirus spp."
"RCP 2.6",2100,1.710657,"Panulirus spp."
"RCP 4.5",2100,0.4919561,"Panulirus spp."
"RCP 8.5",2100,5.735116e-11,"Panulirus spp."
"Status quo",2100,16.82794,"Benthic macroinvertebrates"
"RCP 2.6",2100,16.19089,"Benthic macroinvertebrates"
"RCP 4.5",2100,22.96835,"Benthic macroinvertebrates"
"RCP 8.5",2100,3.773159,"Benthic macroinvertebrates"
"Status quo",2100,27.02978,"Benthic microinvertebrates"
"RCP 2.6",2100,24.15299,"Benthic microinvertebrates"
"RCP 4.5",2100,25.02905,"Benthic microinvertebrates"
"RCP 8.5",2100,8.773631,"Benthic microinvertebrates"
"Status quo",2100,0.6954966,"Siderastrea stellata"
"RCP 2.6",2100,0.6416213,"Siderastrea stellata"
"RCP 4.5",2100,0.3203875,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.244461,"Zooplankton"
"RCP 2.6",2100,0.254989,"Zooplankton"
"RCP 4.5",2100,0.3605758,"Zooplankton"
"RCP 8.5",2100,0.5344954,"Zooplankton"
"Status quo",2100,0.1191274,"Phytoplankton"
"RCP 2.6",2100,0.1134521,"Phytoplankton"
"RCP 4.5",2100,0.09582406,"Phytoplankton"
"RCP 8.5",2100,0.04197699,"Phytoplankton"
"Status quo",2100,216.3218,"Digenea simplex"
"RCP 2.6",2100,227.4006,"Digenea simplex"
"RCP 4.5",2100,187.3449,"Digenea simplex"
"RCP 8.5",2100,85.27756,"Digenea simplex"
"Status quo",2100,845.0581,"Other algal turf"
"RCP 2.6",2100,785.0473,"Other algal turf"
"RCP 4.5",2100,717.4697,"Other algal turf"
"RCP 8.5",2100,506.9342,"Other algal turf"
"Status quo",2100,0.01657307,"Sea birds"
"RCP 2.6",2100,0.03187139,"Sea birds"
"RCP 4.5",2100,0.02984653,"Sea birds"
"RCP 8.5",2100,0.002913089,"Sea birds"
"Status quo",2100,0.08571131,"Turtles"
"RCP 2.6",2100,0.08364325,"Turtles"
"RCP 4.5",2100,0.03471489,"Turtles"
"RCP 8.5",2100,0.0004520427,"Turtles"
"Status quo",2100,0.295119,"Cephalopoda"
"RCP 2.6",2100,0.3469391,"Cephalopoda"
"RCP 4.5",2100,0.08869373,"Cephalopoda"
"RCP 8.5",2100,7.00702e-14,"Cephalopoda"
"Status quo",2100,4.817461,"Panulirus spp."
"RCP 2.6",2100,3.917751,"Panulirus spp."
"RCP 4.5",2100,0.2797454,"Panulirus spp."
"RCP 8.5",2100,5.362301e-17,"Panulirus spp."
"Status quo",2100,14.92754,"Benthic macroinvertebrates"
"RCP 2.6",2100,15.41247,"Benthic macroinvertebrates"
"RCP 4.5",2100,11.56999,"Benthic macroinvertebrates"
"RCP 8.5",2100,8.002227,"Benthic macroinvertebrates"
"Status quo",2100,28.02081,"Benthic microinvertebrates"
"RCP 2.6",2100,26.37214,"Benthic microinvertebrates"
